Referencia	Título	Autor	Ilustrador	Edición	Editorial	Lugar de publicación	Año de publicación	ISBN	Formato	Encuadernación	Peso	Edición	Tirada	Firmado	Descripción	Estado del libro	Estado de la cubierta	Precio	Tipo de artículo	Cantidad	Catálogo	Palabras clave	Categoría de AbeBooks	URL imagen
9822	Los programas de integración social de drogodependientes	Varios			Grupo interdisciplinar sobre drogas	Madrid	1998	8492061715		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9822.jpeg
9823	Ocios del conde don Bernardino de Rebolledo, señor de Irian  (Tomos I y II)	Bernardino de Rebolledo			Imprenta de don Antonio de Sancha	Madrid	1778			Holandesa lomo en piel						Tapas gastadas, interior  en buen estado con alguna mancha de oxido 		400	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9823_1.jpg
9824	Ruta del Pirineo Español	Lana Sarrate			Patronato nacional de turismo	Madrid	1933			Rústica						Tapas deterioradas, interior en buen estado general		14	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9824.jpeg
9827	Códice de Puñonrostro / El conde Lucanor y otros textos medievales				Castalia / Real academia Española	Madrid	1992	8488292058		Cartoné en tela de editorial con sobrecubierta ilustrada					<p>Facsímil</p>	Buen estado		60	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9827.jpeg
9830	Ánálisis verbal del estilo	Criado de Val			Consejo superior de investigaciones ciientíficas	Madrid	1953			Rústica con solapas						Buen estado general, tapas un poco gastadas, interior bien, con todas sus barbas		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9830.jpeg
9831	Alimentos transgénicos, ¿hacia dónde vamos?, algunos efectos sobre el ambiente, la sociedad y la economía de la nueva recombinación  tecnológica	Pengue, Walter			Lugar	Argentina	2000	9789508921079		Rústica con solapas						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9831.jpeg
9833	Músicas del mundo : Africa	Clarke			Celeste	Madrid	1995	9788482110417		Rústica con solapas						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9833.jpeg
9834	La longitud de la cuerda. Veinte (Le ) Prosas	Ponce, Vicente			KRK	Oviedo	2017	9788483675618		Rústica con solapas						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9834.jpeg
9836	Una política del síntoma	Tudanca, Luis			Grama	Argentina	2012	9789871649655		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9836.jpeg
9837	Introducción a la suicidología, teoría, investigación e intervenciones	Martínez, Carlos			Lugar	Argentina	2007	9789508922922		Rústica con solapas						Buen estado		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9837.jpeg
9840	Sucesos	Berlanga, Andrés			Amarú	Salamanca	2013	9788481963526		Rústica con solapas						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9840.jpeg
9841	Relatos del Santo Daime, Ayahuasca en Brasil	Cal Ovejero, Francisco			Manuscritos	Madrid	2009	9788495679581		Rústica con solapas						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9841.jpeg
9842	La diosa destronada	González, Luisa Alba			Corona Borealis	Málaga	2006	9788495645692		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9842.jpeg
9843	Aspectos formales y materiales del acoso laboral y de la violencia de género e intrafamiliar	Ferro Veiga, José Manuel			Editorial club universitario	Alicante	2011	9788499483283		Rústica con solapas						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9843.jpeg
9844	Herramientas para la Pericia Psicológica en delitos sexuales intrafamiliares	Nudel, Cristina Rosa			Akadia	Argentina	2009	9789875701045		Rústica con solapas						Buen estado		30	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9844.jpeg
9845	Sin miedo a los medios, ideas para trabajar en el aula	Varios			Lugar	Argentina	1998	9508920610		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9845.jpeg
9846	Las prácticas del conocimiento. Un abordaje epistemológico. Educación, investigación, subjetividad	Guyot, Violeta			Lugar	Argentina	2011	9789508923714		Rústica con solapas						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9846.jpeg
9847	Narraciones infantiles, un estudio sobre la oralidad	Varios			Homo Sapiens	Argentina	1999	9508082240		Rústica con solapas						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9847.jpeg
9848	Proyectos con todos, desde el aula y la escuela a la comunidad	Hurrell, Silvia y Pisos, Cecilia			Lugar	Argentina	2004	9789508921789		Rústica con solapas						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9848.jpeg
9850	Final del juego	Julio Cortázar			Los Presentes	México	1956			Rústica con solapas					<p>Primera edición, compuesta de 600 ejemplares. Muy raro</p>	Aceptable, tapas en bordes ligeramente doblados y lomo ligeramente cuarteado, interior limpio y estado bueno		600	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9850_1.jpg
9853	Uso e interpretación del MMPI-2 en español	Gómez Maqueo y León Guzmán			Manual Moderno	México	2003	9789707290587		Rústica						Buen estado		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9853.jpeg
9854	Tratado sobre el juego patológico, aspectos sociales,enfoques psicológicos, tratamientos	Varios			Lugar	Argentina	2012	9789508924001		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9854.jpeg
9855	La teoría del Apego en la clínica, I. Evaluación y clínica	Varios, compiladora Sagrario Yárnoz			Psimática	Madrid	2008	9788488909206		Rústica con solapas						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9855.jpeg
9856	Seminario 1987-1988 y 1988-1989. La neurosis obsesiva	Melman, Charles			Síntesis	Madrid	2005	9788497561747		Rústica						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9856.jpeg
9857	Micromegas	Voltaire			Libros del zorro rojo	Barcelona	2006	9788496509368		Cartoné ilustrado de editorial					<p>Traducción Marta Ponzoda</p>	Buen estado 		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9857.jpeg
9858	El método científico: estructura de un experimento psicológico	Anderson, Barry			Marfil	Alcoy	1968			Rústica						Tapas rozadas, interior bien		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9858.jpeg
9859	Métodos de investigación en Psicología	Varios			Síntesis	Madrid	2007	9788477382713		Rústica					<p>Metodología de las ciencias del comportamiento</p>	Buen estado		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9859.jpeg
9863	El mundo de la Psicología (obras selectas)	Ardila, Rubén			Manual Moderno	México	2011	9789589446348		Rústica						Buen estado		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9863.jpeg
9865	El niño de las hormigas, un caso paradigmatico del psicoanálisis en niños	Sánchez Grillo, Rosario			Biebel	Argentina	2010	9789871678037		Rústica con solapas					<p>Con aportes epistemológicos y metodológicos a la investigación clínica de caso único en psicoanálisis</p>	Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9865.jpeg
9867	Zuleika Dobson	Beerbohm, Max			Versal	Barcelona	1989	9788478760008		Rústica con solapas					<p>Sátira sobre Oxford y sus doctos habitantes</p>	Tapas ligeramente rozadas, interior bien		14	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9867.jpeg
9868	La creencia y el psicoanálisis	Varios			Fondo de cultura económica	Argentina	2006	9789505576920		Rústica						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9868.jpeg
9869	Cuestiones disputadas en la teoría y la clínica psicoanalíticas	Paz, Rafael			Biebel	Argentina	2008	9789872029197		Rústica con solapas						Buen estado general, esquinas ligeramente rozadas		13	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9869.jpeg
9870	Construcción cuerpo- mente, raices de la terapia integrativa	Celnikier, Fabio			Salerno	Argentina	2007	9789879083260		Rústica con solapas						Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9870.jpeg
9871	Concepción de la psicopatología como lógica, un ensayo de teoría de la psiquiatría	Rejón Altable, Carlos			UAM	Madrid	2012	9788483443347		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9871.jpeg
9873	Clínica forense en familias, historización de una práctica	Abelleira y Delucca			Lugar	Argentina	2004	9789508922038		Rústica con solapas						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9873.jpeg
9874	Reducción de daños, lo aprendido de la heroína	Varios			Deusto	Bilbao	2010	9788498302158		Rústica con solapas						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9874.jpeg
9875	Traité des Chemins de Fer d 'intérêt local	Humbert. G			Paris & Liège. CH. Béranger editeur	1893	1893			Cartoné en tela de editorial					<p>Chemins de fer a voie Étroite tramways. Chemins de fer a cremaillère et funiculaires</p>	Tapas rozadas, interior bien, excepto portada subrayada, con sellos anterior propietario ( asociación)		80	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9875_1.jpeg
9876	Sírvase de inmediato	Fisher MFK			Anaya & Mario Muchnik	Madrid	1991	9788479790035		Rústica con solapas						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9876.jpeg
9877	Historia natural de la enfermedad infecciosa	Sir Macfarlane y David O. White			Alianza	Madrid	1982	8420623229		Rústica						Algo rozado, buen estado		14	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9877.jpeg
9879	Revista Iberoamericana de Psicosomática	Varios			Sepia( sociedad de estudios psicosomáticos IberoAmericanos)	Bilbao	2007			Rústica						Buen estado		5	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9879.jpeg
9931	Mr. Norris cambia de trenes	Isherwood, Christopher			Felmar	Madrid	1977	8437900972		Rústica					<p>Continuación del relato que dió origen al film Cabaret. Amoral y objetivo retrato del Berlín prenazi</p>	Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9931.jpeg
9932	Los centros de tratamiento para menores infractores	Meza Hernández, Guadalupe			Flores	México	2010	9786077799092		Rústica						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9932.jpeg
9933	Sólo para adultos. Historia del cine X	Escópico, Casto			La Máscara		1996	9788479741501		Rústica						Buen estado		14	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9933.jpeg
9935	Teoría general del universo interverbal	Rivera Rodríguez, Rafael			Manual moderno	México	2007	9789707292963		rústica						buen estado		12	Libro	1		psicolingüística		https://www.uniliber.com/uploads/media/libromania/images/9935.jpeg
9936	Psicoanálisis y sociedad: crítica del dispositivo pedagógico	Follari, Roberto 			Lugar editorial	Buenos Aires	1997	9508920343		rústica con solapas						buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9936.jpeg
9937	Fenomenología y terapia Gestalt	Müller-Granzotto, Marcos José y Müller-Granzotto, Rosane Lorena			Cuatro vientos	Santiago de Chile	2009	9789562421133		rústica con solapas						buen estado		9	Libro	1		Gestalt		https://www.uniliber.com/uploads/media/libromania/images/9937.jpeg
9939	El arte de la rinoplastía estética	Cachay Velásquez, Humberto			Akadia	Buenos Aires	2008	9789875700796		Cartoné						buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9939.jpeg
9940	La nueva imagen del mundo. Cosmología I: el mundo exterior	Odermatt, Walter			Anthropos	Madrid	2003	3905095262										9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9940.jpeg
9943	Psicología jurídica iberoamericana	Hernández, Gerardo			Manual moderno	Colombia	2011	9789589446379		rústica						buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9943.jpeg
9944	El lenguaje en psiquiatría. Un manual de práctica clínica	Fine, Jonathan			Polemos	Buenos Aires	2008	9789879165881		rústica con solapas						buen estado		25	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9944.jpeg
9946	Manual básico de criminología	Elbert, Carlos Alberto			Eudeba	Buenos Aires	2007	9789502315713		rústica						aceptable		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9946.jpeg
9947	Los procesos biológicos innatos de la audición y el lenguaje. Teoría unificada del lenguaje (en los aspectos preverbales)	García Gaspar, Osvaldo M.			Akadia	Buenos Aires	2007	9789875700628		rústica con solapas						buen estado		10	Libro	1		lenguaje fonoaudiología		https://www.uniliber.com/uploads/media/libromania/images/9947.jpeg
9949	Ciencia en el arte del canto	Sacheri, Soledad			Akadia	Buenos Aires	2012	9789875702042		rústica con solapas						buen estado		19	Libro	1		educación de la voz canto fonoaudiología		https://www.uniliber.com/uploads/media/libromania/images/9949.jpeg
9950	La disfonía ocupacional	Farías, Patricia G.			Akadia	Buenos Aires	2012	9789875701991		rústica con solapas						buen estado		20	Libro	1		educación de la voz fonoaudiología		https://www.uniliber.com/uploads/media/libromania/images/9950.jpeg
9951	Psicología Médica Psicosemiologia Y Psicopatologia	Insua, Jorge A. ; Musacchio de Zan, Amelia			Akadia	Buenos Aires	2006	9789875700291		rústica con solapas						buen estado		15	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9951.jpeg
9952	Atención, memoria, resilencia. Aportes a la clínica psicopedagógica	Díaz, Alejandra ; Bin, Liliana (compiladoras)			Lugar	Buenos Aires	2007	9789508922762		rústica con solapas						buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9952.jpeg
9955	Cesación tabáquica. Tiempo de intervenir	Müller, Fernando W.			Polemos	Buenos Aires	2006	9789879165720		rústica					<p>MEDEF médico especialista en dejar de fumar</p>	buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9955.jpeg
9956	Como se vive se muere. Familia, redes sociales y muerte infantil	Bronfman, Mario			Lugar	Buenos Aires	2001	9789508921314		rústica						cubiertas algo fatigadas, interior bien		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9956.jpeg
9957	Patologías orgánicas graves. Enfoque y abordaje psicoanalítico	Giménez Arrausi, María Liliana			Letra viva	Buenos Aires	2005	9789506491116		rústica						aceptable		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9957.jpeg
9958	La comprensión de sí mismo	Prophet, Mark L.			Humanitas-Luis Cárcamo	Montana USA	1995	9788476271049		rústica						buen estado		5	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9958.jpeg
9959	El deseo paranoico de Dios	Martín Cebollero, Juan Bautista			Iralka	Donostia	2002			rústica						buen estado		8	Libro	1		paranoia esquizofrenia 		https://www.uniliber.com/uploads/media/libromania/images/9959.jpeg
9962	Correspondencia completa 1908-1939	Sigmund Freud; Ernest Jones			Síntesis	Madrid	2001	9788477388395		cartoné con sobrecubierta						buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9962.jpeg
9964	Las circulares del "comité secreto" Volumen 2. 1921	Wittenberger, Gerhard; Tögel, Christfried  (editores)			Síntesis	Madrid	2002	9788477389767		cartoné con sobrecubierta						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9964.jpeg
9965	Correspondencia completa 1908-1911 Volumen I.1	Sigmund Freud; Sándor Ferenczi			Síntesis	Madrid	2001	9788477388401		cartoné con sobrecubiertas						buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9965.jpeg
9966	Correspondencia completa 1914-1916 Volumen II.1	Sigmund Freud; Sándor Ferenczi			Síntesis	Madrid	2001	9788477389200		cartoné con sobrecubiertas						buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9966.jpeg
9967	Correspondencia completa 1912-1914 Volumen I. 2	Sigmund Freud; Sándor Ferenczi			Síntesis	Madrid	2001	9788477388715		cartoné con sobrecubiertas						buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9967.jpeg
9969	Psicofarmacología esencial de Stahl. Bases neurocientíficas y aplicaciones prácticas. Tercera edición	Stahl, Stephen M.			Aula médica	Madrid	2010	9788478855070		rústica						buen estado, un pequeño doblez en la cubierta delantera		28	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9969.jpeg
9970	Farmacia psiquiátrica. Atención farmacéutica en pacientes con trastornos psiquiátricos	Abraham, Gerardo y colaboradores			Akadia	Buenos Aires	2008	9789875700666		rústica						buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9970.jpeg
9971	Frutas & verduras. Los superalimentos que curan	Viviant, Viviana			Akadia	Buenos Aires	2009	9789875701069		rústica						buen estado		20	Libro	1		cocina alimentos		https://www.uniliber.com/uploads/media/libromania/images/9971.jpeg
9973	Proceso a la psiquiatría actual	Vallejo Ruiloba			Aula Médica	Madrid	2012	9788478855384		rústica						buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9973.jpeg
9974	Diálogo con el psiquismo fetal	Razé de Gascón, María Ester			Prometeo	Buenos Aires	2006	9789875741072		rústica						buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9974.jpeg
9976	Pablo...Autista. Experiencias de una madre y su hijo con retraso mental y autismo	Ródenas de la Rocha, Carmen			Fundacion Verbom	Sevilla	2002	9788493287207		rústica						buen estado		5	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9976.jpeg
9977	Encrucijadas y limites en los trastornos del desarrollo	Hernández Núñez de Arenas, Roque (compilación)			Mancomunidad intermunicipal del valle de Vinalopó	Alicante	2004			rústica						buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9977.jpeg
9978	La adolescencia y el alcohol. 	Aguirre de Kot, Mónica			Lumen	Buenos Aires	2006	9789870005865		rústica					<p>Un libro dirigido a educadores, agentes de salud, líderes sociales y padres. Incluye un programa de prevención desde la escuela primaria&nbsp;</p>	buen estado		5	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9978.jpeg
9979	Lo incorporeo	Paola, Daniel			Homo Sapiens	Buenos Aires	2000			rústica						buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9979.jpeg
9980	Legado psicótico y soledad. Reflexiones desde la práctica clínica con hijos no psicóticos, de padres psicóticos	Rodríguez-Rendo, M. Carmen			Dunken	Buenos Aires	2010	9789870243755		rústica						buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9980.jpeg
9981	El fénomeno de excitación corporal. Metapsicología Psicosomática	Mónaco, Beatriz			Lugar	Buenos Aires	2001	9789508921345		rústica						buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9981.jpeg
9982	Lo que no cesa del psicoanálisis a su extensión	Pujó, Mario			Filigrana	Buenos Aires	2001			rústica						buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9982.jpeg
9983	La verdad entre psicoanálisis y filosofía	Plon, Michel; Rey-Flaud, Henry (Dir.)			Nueva visión	Buenos Aires	2008	9789506025670		rústica						buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9983.jpeg
9984	El ensayo como clínica de la subjetividad	Percia, Marcelo (compilador)			Lugar	Buenos Aires	2001	9789508921222		rústica						buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9984.jpeg
9985	 Ensayos Psicoanáliticos	Yospe, Jaime			CPN	Argentina	1999	9789879775806		Rústica						aceptable		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9985.jpeg
9987	Comienzos de análisis / Comienzos del analista	Shab, Estela; Kordon, Daniel			Letra viva	Buenos Aires	2009	9789506492489		rústica						buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9987.jpeg
9989	El secreto de las madres	Diaz González, Rubén; Santiago Guervós, Margarita			Arte & Parte	Buenos Aires	2009	9789871477340		rústica						buen estado		5	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9989.jpeg
9990	Factores de riesgo en drogodependencias: Consumo de drogas en adolescentes	Muñoz-Rivas; Graña Gómez y Cruzado Rodríguez			Sociedad española de psicología clínica, legal y forense	Madrid	2000			rústica						buen estado		5	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9990.jpeg
9993	La drogadicción: Una mirada institucional	Varios autores			Lugar	Buenos Aires	2001	9789508921161		rústica						buen estado		5	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9993.jpeg
9994	Terapia de conducta: modificación de la conducta humana	Beech, H.R.			taller ediciones J.B.	Madrid	1977			rústica						buen estado		5	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9994-01.jpeg
9995	Violencia familiar ¿causa o consecuencia?. reconstrucción de los cuadros de violencia familiar desde la intervención profesional del trabajador social	Ferrero, Griselda			Espacio	Buenos Aires	2009	9789508023124		rústica						buen estado		5	Libro	1		violencia familiar		https://www.uniliber.com/uploads/media/libromania/images/9995.jpeg
9996	Atmósferas creativas 2: Rompiendo candados mentales	Betancourt, Julián			Manual moderno	México	2006	9789684269187		rústica						buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9996.jpeg
9997	Alcoholismo hoy. El proceso de recuperación de la salud	Bustos, Graciela			Dunken	Buenos Aires	2008	9789870235569		rústica						buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9997.jpeg
9998	Essential Psychopharmacology. The Prescriber's Guide: Antidepressants 	Stahl, Stephen M.			Cambridge	New York	2006	9780521616348		rústica						buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9998.jpeg
9999	Los bordes no tan simples de una carta. Semiescrito II	Rupolo, Héctor			Nacal	Buenos Aires	2008	9789509990241		rústica						buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/9999.jpeg
10000	Nosotros los humanos	Teicher, Manfredo			Letra Viva	Buenos Aires	2009	9789506492632		rústica						buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10000.jpeg
10001	Redes, vínculos y subjetividad. Su recomposición como objetivo terapéutico	Varios autores			Lugar	Buenos Aires	1999			rústica						buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10001.jpeg
10002	Relaciones de violencia entre adolescentes. Influencia de la familia,la escuela y la comunidad	Varios autores			Espacio	Buenos aires	2006	9789508022448		rústica						buen estado		6	Libro	1		Violencia adolescentes		https://www.uniliber.com/uploads/media/libromania/images/10002.jpeg
10004	Los fogones de José Andrés. Las recetas del chef que triunfa en España y Estados Unidos				Planeta	Barcelona	2008	9788408063148		Rústica con solapas						Buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10004.jpeg
10005	Adicción al trabajo	Del Líbano, Mario y Llorens, Susana			Síntesis	Madrid	2012	9788497568173		Rústica						Buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10005.jpeg
10006	El déficit de atención sin fármacos. Una guía para padres y docentes	Veracoechea, Gladys			Psimática	Madrid	2008	9788488909213		Rústica					<p>Respuesta a 100 preguntas decisivas sobre el TDA</p>	Buen estado		8	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10006.jpeg
10008	La Ludopatía: Una "nueva" enfermedad	Ibáñez Ángela y Sáiz Gerónimo			Masson	Barcelona	2001	9788445809723		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10008.jpeg
10009	Conversación analítica. Las formaciones del inconsciente	Piciana, Hugo (coordinador, varios autores)			Grama	Argentina		9789871649440		Rústica						Buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10009.jpeg
10014	Claves de la depresión	 Alonso Fernández, Francisco			Cooperación editorial	Madrid	2001	9788493028947		rústica						buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10014.jpeg
10015	Alucinar y delirar. Tomo II	Stagnaro, Juan Carlos (Selección y presentación de textos)			Polemos	Buenos Aires	1998			rústica						buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10015.jpeg
10016	Manual de fármacos en neuropsiquiatría	García Merletti/ Pico/ Ponte			Akadia	Buenos Aires	2009	9789875700956		rústica						buen estado		7	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10016.jpeg
10018	Agresividad y maltrato en el ámbito escolar. ¿Una nueva modalidad vincular?	Levín, Eduardo			Biblos	Buenos Aires	2012	9789507869686		rústica						buen estado		9	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10018.jpeg
10021	Apuntes sobre Geografía de la zona norte del Protectorado de España en Marruecos	Domenech Lafuente, Ángel			Gran Capitán	Madrid	1942			Holandesa						Aceptable, rozado, marcas de sellos		60	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10021_1.jpg
10022	Diseños de investigación en Psicología	Varios			UNED	Madrid	2008	9788436244748		Rústica					<p>La Psicología como ciencia</p>	Buen estado		18	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10022.jpeg
10023	Deliberar la Psicosis	Percia, Marcelo			Lugar	Argentina	2004	9789508922007		Rústica					<p>Narra experiencias realizadas en hospitales psiquiátricos</p>	Esquina doblada, resto buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10023.jpeg
10024	Condiciones de la práctica analítica	Basz, Samuel			Colección Diva	Argentina	2004	9789879756591		Rústica						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10024.jpeg
10025	Empatía en el cuidado del paciente. Antecedentes, desarrollo, medición y resultados	Hojat, Mohammadreza			Manual moderno	México	2012	9786074482959		Rústica						Buen estado		13	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10025.jpeg
10027	La sugestión analítica, construcción de un concepto freudiano	Thompson, Santiago			Letra Viva	Argentina	2011	9789506493578		Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10027.jpeg
10028	Neuropsicolingüística, evaluación y tratamiento. Escala Rocca	Varios			Akadia		2011	9789875701496		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10028.jpeg
10029	Cómo crear tablas, guía práctica	Adelheid y Pexman			Manual Moderno	México	2007	9789707293199		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10029.jpeg
10031	Manual Parkland de diagnóstico y tratamiento	Katz, Patel y Aslam			Manual Moderno	México	2007	9789707292772		Rústica					<p>Esta obra se destaca por fundamentarse en medicina basada en evidencia. Hecho por residentes para residentes</p>	Buen estado		20	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10031.jpeg
10036	Encuentro con la Psicoterapia. Una visión antropológica de la relación y el sentido de la enfermedad en la paradoja de la vida	Delacroix, Jean-Marie			Cuatro Vientos	Chile	2008	9789562421072		Rústica con solapas						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10036.jpeg
10037	Cuadernos de Duelo	González Vizcaya, Lucía			Asociación para el cuidado emocional del Duelo	Madrid	2011			Rústica con solapas						Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10037.jpeg
10038	Antipsicóticos	Stephen M. Stahl			Aula médica	Madrid	2010	9788478855162		Rústica						Buen estado		12	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10038.jpeg
10039	Cómo encontrar un nuevo Yo	Dr. Samuel Couto Cabral			Visión Libros	Madrid	2012	9788490114278		Rústica con solapas					<p>Cómo conquistar y restaurar la identidad de la imagen perdida</p>	Buen estado		6	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10039.jpeg
10040	Cómo presentar resultados, una guía práctica para crear figuras, carteles y presentaciones	Varios			Manual Moderno	México	2007	9789707293182		Rústica						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10040.jpeg
10041	Tráfico sexual, el negocio de la esclavitud moderna	Siddharta Kara			Alianza	Madrid	2010	9788420669694		Rústica con solapas						Buen estado		10	Libro	1				https://www.uniliber.com/uploads/media/libromania/images/10041.jpeg
